keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,processador,nome_do_sistema_operacional,capacidade_de_armazenamento,placa_gráfica,capacidade_total_do_módulo_de_memória_ram,capacidade_de_disco_ssd,cor,versão_do_sistema_operacional,quantidade_de_núcleos,é_gamer,otimizado_para_ia,fabricante,modelo_alfanumérico
mac-mini-m4,Mini Pc Lenovo M910 Core I5 7° Ger 16 Gb Ram Ssd 240gb Win10 127/220v,1218,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yG2HF4MIDeeQvE6TJkKQnUOqdArzFedz20CaNrazUMrGhoIXMnqSVCtWaeW13DGASloGL%2Bz9cPgbxQ%2FUvRyYBWBXfuKQ0%2BPEBIjgDOAl2EAWFEtBRFiSZ5%2BEHrbVKw1XuaWuA63fGyKIz5CJJQiQ5vBKDDluZKc0dWuZvsFfFIl%2FUoGRCwm%2BUfH2L%2FD55nJ%2BnBNsAVhbr9GZhVmpXNWPNoK83vm69wE7qCXVhYHWu%2FIDY0uSJX41uSTFspwRj4tNFO22HTDqRjyqVW1ccRXCql4DXt%2BXE5WmUrn9B7VwmjRkegchZacBj10z%2FTVQL6x6vhnxyzqHfdOPdLccmKLzk6YEpZEbCJYffzg0uaK%2FF4Q%2FlIF5i67yJ6%2BscRXM25L70mkgfMWkdhMuOMxI07QT%2Fq4HYt6%2F5REcQv0CZXyh5hSeqekaH2TmwXNxs0WdrQyq6C355LzfRwxd0GFg7s%2BXGwwcSC2fBt%2FB2J%2BAQOVKgPJd7a3lmgV66y3332wRDe0vhqwPxAzPYX5Z2jBYzaboDSKQnYhv%2FrsjahycY6aeJ%2BrDccKVSQZbZ6bonliLvlXBu0KP%2Bd22OojyXLWEG57gbTbtguzsbzoSHoKdx6AnEmpMyFhpl3xmy3f0iDzFELo1T4xWiVLQ9ULBqElxVqT0YOwDzquNI47MiJ5dPYr7vUhxX%2FJx527f%2B6OqlxTKAjE%2BPRJI%2FYJl3E7b3CWjF4M21MzxMPJCiq4CccsQa5xy4oHDKAvqDhh0BXjnStpDDrxYWRDXeJcbwbEJrSwf0ZCUz3Y3XkZVEviT251FknYxdQ5Rh5Uh6ZFbnzJVsNl4848fs4wRNXuP2VulkFO2XRk2Fngf9tNWlrMyZzDqZYh5e1Zw4UDBHQA4l%2F7vXTrs0NDQDVU4r3gZzwAHsg8sK1Xi8XTxenwGthw%2Fj5soTCYIOm9P1PNHQAYYr8JSKVr7mnDZtDN8tHFKmClNX%2FR94bdNRAMPzP5EBKfFf48YrR%2FDDxz7VtThN6SNVlQfeDcYhxeNCnUxrEuTiMu4riTX0kM%3D,Frete grátis,2025-05-18 18:21:23.132608,Mini Pc Lenovo M910 Core I5 7° Ger 16 Gb Ram Ssd 240gb Win10 127/220v,1218,Novo  |  +1000 vendidos,"em 12x R$ 101 , 50 sem juros",Lenovo,M Tiny,M910,Intel Core i5,Windows 10,240 GB,intel,16 GB,240 GB,Preto,Windows 10,4,Não,Não,Lenovo,
mac-mini-m4,Mini Pc Positivo Master C600 Minipro I3 6ªgen 8gb Ssd 240gb,1818,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=r0uIulaekR3wz3avK5i1E4xh64Z9edXaMXag8fl4KxfzmF3vvjr6mfal0joaG79CW6f39Iy4ueNIXxpHJD6IjiTDGoiVK0WHMRdJzN0m8p%2BP8wowEJaK53RWtE0ZVmhkghsTTQBRg8bGOuKCPHAQHeA0ASKq9W3FG%2BXhlN0JJqYEHm8FTUR%2FnW%2BOuP5SaHhpXMYKNUKccjMhQZyZxWvX9FewJTg98qokk56AqjuiexYjperGeok1ITACZR2PM3YSN%2BCAxEBn%2B5qsnrfooOJ9gq2HMbNXFTuuhbv2%2FLPLJxq%2Fu5gMH0yVSyK4D0EsAOLs0BMED4t6DCyV6wIFrlm%2FJUZkh32JUwxyYQdjYSFBAqs4GGZbtzVVwQXdzPcbnuBV9HFzfN0InDBb%2BR%2BRXNxwCKWYiLM3LMvll39%2BcIeL961xgC1ZKnnxo4pW5rC45cMYNC3iCl4F6OqzchyYLgtk7KUyJDakeMFtAQuwc5KnvpFtnMSsyVteJ3RlprLInX2TZYSbJSvZy140l8ZdiTSU%2BLtm7Ycl86YVza3lpPG2F%2BYvWayTznVMnVIDakksFrJCtnBfqiBlzzMeB8gLkacYjqSOM%2BoqJdhjtzBe5NPYDJXJPrinEZQV1Qxoj94FJuWHO5LqBJajhgK6XCXXSaTOTWIX5Xdg2qKmc1K8Cso6pDwg9RS%2Fh%2FcIG2EWjY57n03%2BoUaFYXtrxTpJgryNU1uFVaASLoa%2F4PRe98V5p0jykpJvOr95XZxtBtWa13%2FuaqpubDN686%2FstgqNDN2aKzMamP%2BHzpjspeqDxMP9%2BEvnfHZ0u5%2BnrDqt8yv%2BXlhyodos0zPohcjx85ZnXyy1L3%2F90nfYbWSpSu83NUG5265Evx0%2BX8C0lFZuVf9i00dJSD2d2sz5pwmisOT%2FcRwUzUKzmRhoYneK6BgxBJnoZMNT70X37kxD8WvHInP71jO55tAZeTzW%2FHIb&searchVariation=178109715056,Chegará grátis amanhã,2025-05-18 18:21:23.132608,Mini Pc Positivo Master C600 Minipro I3 6ªgen 8gb Ssd 240gb,1818,Novo  |  +50 vendidos,"em 12x R$ 90 , 90 sem juros",Mini PC Positivo,Mini CPU Master,Mini Desktop C600,Intel Core i3,Windows,240 GB,Gráficos HD Intel® 530,8 GB,240 GB,Preto,10,2,Não,Não,,
mac-mini-m4,Mini Pc Lenovo M900 Core I5 6th 16gb Ssd 240gb Windows 11,1349,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=CZNzTjR0ZqontiAPt9kh7qCJLe%2B23i352L7FFBOAybzMVbHddw6AtR8Qex%2F%2F6Axpbk5bKDFKfZBJ8M0y7BuiGGs3Ea%2FFQcTTpBwcbCRtzrXgH3LHPiNf5ZyNTAS7n6sVGbUdwqJkVBTPvY8fZmlV0oKjKOjf%2FJjz17T1S1105prA2FOIdL2BqLIAvPDaDxTWprWuEyPWSOaXy3pNdnyj77%2BzadMG%2FlWuWtFwMvDBm7kk9JjW2MIm3UoCZg3NXWLNOVtQs04e%2F1%2FKb51la5yoaXjof8qqQyG9F3a5MoI%2B0LCeUyLZLdVXbDwZuXyA4bVzxYcTZGdBrpCBIaGTo7NIaaHywWqt9U%2F7fQO7fhY6egxQOu4S9T1M1snOfXM7TeJXFguhEFkKKZwiw0IJpoDWWEK6Dr4TjWQ3y37tsVv5tp8gdjTqXtAk0vvp1%2FZyShpL7QtpkKpA0vYZzwrE8DWraYF9xUTaiahGO%2Fe6mL%2BTTzQYv6Ze6WscdHu1NjjIClZet7r86Y%2BIX5w1wRcPD78WaF9gBpQ3d79R2Ft%2BfGs8SzADLNM21vwke4b%2F8lU9rA116okEK4EBRUr5ackYS%2FvySC1E4wF%2FWzJDYdZiZl2Wani4DTZnbU%2B1wkIZvObmZH8COyiaut7nM2tvHP%2FMdKgMng7wXJb%2FLFlPmhXZnEF1AuV0oNt0z4s39ySkEx3Mlx29ufZpcxpsRmkWhWOZp9Ez1bh3AuuyZwTLeGtVqSqZfkPkyXJSfq4KxPesoEycdCMKSKfGXZAZFEIb%2BrZh6692ELfstn%2BjFTVrDXXpe9DpvOVr1q7UFbHIBUVCFuZRr4t%2Ff0DEiYmZ4%2FBdqW0l0hLJOQ1Ee87RF%2BPx%2FCHNWYSEgdx%2FPV0M4POheyuF4kSflVt%2BokEJL6MkXj2lpEB0lR%2B7%2Fj7p81kGtV8%2BRAQDn1tBJw6hkDvBZQC0srWR81wF76bdol1M5lWWl5Z%2F&searchVariation=187134897745,Frete grátis,2025-05-18 18:21:23.132608,Mini Pc Lenovo M900 Core I5 6th 16gb Ssd 240gb Windows 11,1349,Novo  |  +5 vendidos,"em 12x R$ 112 , 50 sem juros",Lenovo,ThinkCentre,M900,Intel Core i5,Windows 11 Pro,240 GB,Integrada,16 GB,240 GB,Preto,11,,Não,Não,Lenovo,
mac-mini-m4,Apple Mac Mini M4 - 10cpu 10gpu - 16gb Ram / 256gb Ssd,7440,https://produto.mercadolivre.com.br/MLB-5247712890-apple-mac-mini-m4-10cpu-10gpu-16gb-ram-256gb-ssd-_JM?searchVariation=186669891669,Frete grátis,2025-05-18 18:21:23.132608,Apple Mac Mini M4 - 10cpu 10gpu - 16gb Ram / 256gb Ssd,7440,Novo  |  +5 vendidos,em 12x R$ 496 sem juros,Apple,MAC MINI,Mac Mini M4,M4,macOS,256 GB,10-Core GPU,16 GB,256 GB,,Sequoia,,Não,Não,Apple,A3238
mac-mini-m4,Apple Mac Mini C/chip M4 16gb Ram 256gb Ssd,5999,https://produto.mercadolivre.com.br/MLB-4047658009-apple-mac-mini-cchip-m4-16gb-ram-256gb-ssd-_JM?searchVariation=187757441077,Frete grátis,2025-05-18 18:21:23.132608,Apple Mac Mini C/chip M4 16gb Ram 256gb Ssd,5999,Novo  |  +5 vendidos,"em 12x R$ 499 , 92 sem juros",Apple,mac,MAC MINI M4,M4,macOS,256 GB,,16 GB,256 GB,Cinza,,,Não,Não,,MU9D3LL/A
mac-mini-m4,"Apple Mac Mini M4 Pro (2024) 12cpu 16gpu 24gb Ram 512gb Ssd,",13387,https://produto.mercadolivre.com.br/MLB-5284089126-apple-mac-mini-m4-pro-2024-12cpu-16gpu-24gb-ram-512gb-ssd-_JM?searchVariation=182880644022,Frete grátis,2025-05-18 18:21:23.132608,"Apple Mac Mini M4 Pro (2024) 12cpu 16gpu 24gb Ram 512gb Ssd,",13387,Novo  |  3 vendidos,"em 12x R$ 1.115 , 58 sem juros",Apple,M4,Mac mini,M4 Pro,macOS,512 GB,Apple M4 12-core,24 GB,512 GB,Prateado,Sierra,8,Não,Não,Apple,MCX44LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,https://produto.mercadolivre.com.br/MLB-5171847080-apple-mac-mini-m4-2024-10cpu-10gpu-24gb-ram-512gb-ssd-12x-_JM?searchVariation=182183205290,Frete grátis,2025-05-18 18:21:23.133608,"Apple Mac Mini M4 (2024) 10cpu 10gpu 24gb Ram 512gb Ssd, 12x",11899,Novo  |  +5 vendidos,"em 12x R$ 862 , 68 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,10,,Não,Apple,MCYT4LL/A
mac-mini-m4,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",8259,https://produto.mercadolivre.com.br/MLB-5336906406-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-ram-512gb-ssd-_JM?searchVariation=183259989724,Frete grátis,2025-05-18 18:21:23.133608,"Apple Mac Mini M4 (2024) 10cpu 10gpu, 16gb Ram, 512gb Ssd",8259,Novo  |  +5 vendidos,"em 12x R$ 688 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 24gb Ram 512gb Lacrado Com Garantia Apple,10196,https://produto.mercadolivre.com.br/MLB-4062682201-apple-mac-mini-m4-24gb-ram-512gb-lacrado-com-garantia-apple-_JM?searchVariation=183611006996,Frete grátis,2025-05-18 18:21:23.133608,Apple Mac Mini M4 24gb Ram 512gb Lacrado Com Garantia Apple,10196,Novo,"em 12x R$ 849 , 68 sem juros",Apple,M4,Mac mini,M4,macOS,,Apple M4 10-core,24 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MCYT4LL/A
mac-mini-m4,Mini Pc Lenovo Thinkcentre M910q I5 6°ger.. Mem 8gb Ssd 240,1999,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=S84jHF6D0WdIj8QVXLA0N6vqLvUu0YB7xg0ss26kowuVUIr0uFgT9KmApnBd757pvpdy2LmhtIV2z6lDF0DGtHbYVSvVNYN7uFGT9SbshquClmjNnTYthq0MSqsrjCwaajcEaP%2Bmt8cuD7PgiRwJ8mfHRu48LhyBg2UT0GkEM0OsmddcnytLNjuBnD8U2x1sFaBrqW68JXb7bydZLRVsPA%2BtGNfkAfCTbToV7JWARLIngp%2BJJL6LUy%2BCrfBokCcRKKwIZUEuhll%2BLm5cbm4t8Uz51jeZi4OvfQbJUB7Gwqv%2BNO8qkM3no7yyvn0x9KFlzBTclYHOnwOHotXy9cWmb%2Fu7U2ymNzhAWjppRU%2F%2BazjCg5QnEopblQUWKQ4Ofmk4EuSQn0xbvYJUTYcgsIF8flbxKigpVt1tRslFjlz1vQPGzobqhU%2FBoY0edqbcJm6jgBczypjfvTHzbKHgg2XyUODgpaS7bC%2Fstv7pkiIqJT4WQ%2B3U5gdvLNzIrWHKh3WgiVFotp9z6qxmOptRzgV7nVtiXQt9tJoFnWbxzDpeDqQD5S84JrZNlPY3w3akopBi0UBX3M8bmz0c8JnlJPaw%2BN4rzgAQS6AmZXpvswcKvnwk890zkq5Z06KB0ajQD2ca%2FAVnJ73oEvNQkzdUrpsnGlcTXKk96LNf1VIVgcidYncIvGbEMiFAKPxH0Uzh32bWlDFgvbh%2F7lkOQZyHj0LtP%2F9cNg50m1kuVwprS2FEc3FlkYq7aVvE4RzZc9ezCl%2FGxMyGPTa%2FbRcxWufYl4XZmib%2BHT%2Fzg%2FX0d%2BJBQof1RGJliaUCNuxsET3aOY%2FzS3kdYMApfR%2FuOH6gu4gjB8EQ58PjUr2vJ79XjFmjdQdleY4VkANIoiEDD%2FZqRcQ2tNgmoOHxMA48ou3CVigpyGUWRq9NOmNMHhCrLdSbOioAmfZkTQK5AoyqgZNUkpsEshBQ7VSiHHQiwQ%3D%3D&searchVariation=178237077287,Chegará grátis amanhã,2025-05-18 18:21:23.133608,Mini Pc Lenovo Thinkcentre M910q I5 6°ger.. Mem 8gb Ssd 240,1999,Novo  |  +100 vendidos,"em 12x R$ 116 , 61 sem juros",Mini PC Lenovo,Mini CPU M Tiny,Mini Desktop M910,Intel Core i5,Windows,240 GB,Intel Core i5-6600T,8 GB,240 GB,Preto,10,,Não,Não,,
mac-mini-m4,Mini Computador Pc Core I5 8gb Ram Ssd 240gb + Wi-fi,1199,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=k3WRN6lsZW9buS%2FZcMFY2Ya5UlIsRyq8ZSAm9PcvBEMcQeyjkEVw7X7pGDHo609DVu15zcz2BChNbSUVAfXDWT4YDMJRSHq%2B0FtJvDVW49A3fBpges2IN0mqYKCbgraqcHvAEeLMOeu1UwD7UA7%2F%2BJoh9e4bgjQXm2RNnCbnb4RgNNANR6ScVW5lpzJ%2F9S7jXKIYARz5GkILg%2F8A6bwvrHPgvfaXJlhxvmQw4MWj%2F96Aua41n65MlFI%2BP1cd6%2Bn5b%2FBN%2BE0Wr7akSH6O6h7jDcBFwBiSwP1hXkV7QiBDr3lPkPkeCY7Fm5yACaYzv6mP48EE413WAtsEQiOFHje7aeflLwKSt8%2FmdKs5M0rOfjT6ZtJIwzqXZf9VnKbX5KotqRlAB6M%2BpFZe7ilxoR25qX9EQGiBWNK%2FYrZ7%2BB2ehY2nLETvtqBK0Ws3aZ3VJYF0nbN3vGrpK5dtEu2cuSI4VuzKzU%2FW35PZAc%2Fn1N7pbXyzvv4x%2FOwXN%2Fqt6iMp4SAnB11Cpm57AXGm%2BY8J3LIUPSWMY%2FpDdNBvBcvn3LVqBeMtpPVptBWQwKWbISDVXgQGjfvM48tzNJihuFqxMKq9gcvBwHPZk0jDqi43Xt7P5fz2bTI53IiWKYyMFnYLXPSLw0UTWyUbL1QCXuO3GWh%2FRVYpIbiS9rFh4mvCXYbmlhXRtOoeeyhDtXIHY%2F10YVq4JW7opAE2qouAw9%2B%2ByGoiMc3HkcCPa7PJsrfsCB1%2Bg2dN9yK1V75G5RkZ1PcsOHNMoftJOzza45K%2FkXT%2B0Atx%2BJG5bbAncL0Wn5MqMw0EfeVMfvAwh53T1YEvJ1RkvlFj9TR163Va5Uxowa5VVKv%2ByitRx%2BbZxgXWsfxUmddV9uqUweHP0dP0hB88wXPZL5%2B4zZmdMnhyDCDg6w4cDCHYD%2FsYaJ7ATE5mxvw2EHjlDprGKnWSLOzZOGrgTNbT2b%2BQJBQh&searchVariation=179139640152,Frete grátis,2025-05-18 18:21:23.134608,Mini Computador Pc Core I5 8gb Ram Ssd 240gb + Wi-fi,1199,Novo  |  +100 vendidos,em 12x R$ 100 sem juros,MONDRAGON,Mini Pc Intel Core i5 4° Ger,Mini i5 HM87,Intel Core i5,Windows 10,256 GB,Intel(R) HD Graphics 4600,8 GB,256 GB,Preto,10 Pro,2,Não,Não,MONDRAGON,
mac-mini-m4,Mini Cpu Lenovo Think M910 I5-7° 16gb Ssd 256gb Windows 11,1699,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=GMgUkTvoTGBFxkMPsXVYjx0e78ufk264DQXYaQ6GX1JWgo3ri5Wt%2FmnppYe7Bl1GFQE5nr0CKCD3PyIVC7W3X9sun0AD4pX83KiE87CH4jbPSxyWvh%2Fmdht7m16bEGoE4fReSwjLyND3j%2FyX1K%2Bt%2FICIIQe2aLE9hZAkj1ox4uVr4AzZ7QSR83FHJKm%2BnNxWVq6GPK4%2BcHXZWQ3P%2Fn0Cr4fUsQzaRSMbk8Jo%2Blwdf09bRyf7pyeKV8MeXKBvJCAOUEkUo8QhDBdZA%2By8hnihggplmvM1CePtTZO%2BYdxbkKE26xNAB7ZfQSUY6yWq5sNDs%2FcKd0bdAduZL3ETAatR7ASVT2z0Yino27DiSvlHsSnZGrb8Df%2Fxme3yG5QSvZ%2FPovWsiscCs8Tp4OV%2BggOgpcQSDllTYWnwtFz5JudkQZFOrBV%2FmFu42uQARUezz5AqfHvcwxysE6J0sLNRbGaJm1cMu5jKOZNORau3wD5vPW4WKCQDWiGGVno45x9LS6r3y5Zdsf2uJ6UkAjicdMdINtlwzMHIRT4TO2%2F%2Fs3%2F4pPz0yarQEIcHRy0fkY2Y6ni7dskwlf2HY%2Fdg3iRCVv9AXlsJTgWWp8yI1joq6BeqD2UmKYseY0770EImadBjd1oI0Vlu7pZ8BWHQxkY%2F3SgSxEH8ZJMhtFv8ldtqDX3wIhq6oStjBPnMvWN4oHlkxxdqTexlF1BdXquVQ4mHl18khCYH9ud2RVKJyBxtfAN%2FY%2B7Kegu80q2nxn545lTPi7ydjH0gIBqIYgDqR5A94f0DIxKdsuoSZ4WuyojcEFZtAr9BY1%2FkFcQgVhPIQeyHHt%2B5XeU91SRu3F84dFIL8fDoN5Tl7l632pLvKu%2FHJ3L0UTwnogmNVD2iQUzZ3jxu2EcLqzEhO8H9yENJXWHgy8%2F5%2FYTljiOg7dP3Tn4s1A%2Bw6upKsKxbf0niOhlmhlPrMZIE8rbbawxcaz8x&searchVariation=182808093540,Frete grátis,2025-05-18 18:21:23.134608,Mini Cpu Lenovo Think M910 I5-7° 16gb Ssd 256gb Windows 11,1699,Novo  |  +25 vendidos,"em 12x R$ 141 , 58 sem juros",Lenovo,102692,Mini PC,Intel Core i5,Windows,256 GB,Intel 4600,16 GB,256 GB,Preto,24223002,4,Não,Não,Lenovo,kitcompletowindows11
mac-mini-m4,Apple Mac Mini M4 16gb Ram 512gb Lacrado Com Garantia Apple,7956,https://produto.mercadolivre.com.br/MLB-4062628359-apple-mac-mini-m4-16gb-ram-512gb-lacrado-com-garantia-apple-_JM?searchVariation=183610772320,Frete grátis,2025-05-18 18:21:23.134608,Apple Mac Mini M4 16gb Ram 512gb Lacrado Com Garantia Apple,7956,Novo,"em 12x R$ 663 , 02 sem juros",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MU9ELL/A
mac-mini-m4,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,https://produto.mercadolivre.com.br/MLB-5328662074-apple-mac-mini-m4-16gb256gb-ssd-silver-_JM?searchVariation=187320628385,Frete grátis,2025-05-18 18:21:23.134608,Apple Mac Mini M4 16gb/256gb Ssd - Silver,5799,Novo  |  2 vendidos,"em 12x R$ 483 , 25 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,Sierra,10,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 16gb Ram 512gb Garantia Apple Lacrado 2024,7596,https://produto.mercadolivre.com.br/MLB-4062551265-apple-mac-mini-m4-16gb-ram-512gb-garantia-apple-lacrado-2024-_JM?searchVariation=187945956869,Frete grátis,2025-05-18 18:21:23.134608,Apple Mac Mini M4 16gb Ram 512gb Garantia Apple Lacrado 2024,7596,Novo,"em 12x R$ 730 , 12",Apple,M4,Mac mini,M4,macOS,512 GB,Apple M4 10-core,16 GB,512 GB,Prateado,Sequoia,10,Não,Não,Apple Inc,MU9ELL/A
mac-mini-m4,SSD Apple Mac Mini M2 Pro de 512 GB 16 GB de RAM 2023,11299,https://www.mercadolivre.com.br/ssd-apple-mac-mini-m2-pro-de-512-gb-16-gb-de-ram-2023/p/MLB22934158,Frete grátis,2025-05-18 18:21:23.134608,SSD Apple Mac Mini M2 Pro de 512 GB 16 GB de RAM 2023,11299,Novo  |  4 vendidos,"em 12x R$ 1.086 , 02",Apple,,Mac mini,M2 pro,macOS,512 GB,,16 GB,512 GB,Silver,,,,,,
mac-mini-m4,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,https://produto.mercadolivre.com.br/MLB-5386170154-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-envio-hoje-_JM?searchVariation=183598469920,Frete grátis,2025-05-18 18:21:23.135608,Apple Mac Mini M4 (2024) 10cpu 10gpu 16gb 256gb Envio Hoje,5683,Novo,"em 12x R$ 473 , 58 sem juros",Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,https://produto.mercadolivre.com.br/MLB-3993407401-apple-mac-mini-m4-2024-10cpu-10gpu-16gb-256gb-_JM?searchVariation=183054372222,Frete grátis,2025-05-18 18:21:23.135608,Apple Mac Mini M4 2024 10cpu 10gpu 16gb 256gb,6000,Novo  |  3 vendidos,em 12x R$ 500 sem juros,Apple,M4,Mac mini,M4,macOS,256 GB,Apple M4 10-core,16 GB,256 GB,Prateado,,2,Não,Não,Apple,MU9D3LL/A
mac-mini-m4,Mini Pc Lenovo I5 7a Ger M910q 16gb Ssd 500 Win10 Pro,1509,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yub01GTtmsSml%2Bq0ogVjXbnSgy302cvUPqZmxPxfnaI2%2FKGo95EvrwcqMEbsJm780V8k6LKKlrC6WC%2Fyv6DmljCzeOYGVtelmRdX%2BDbzGKhhp%2FVWd%2FmRe6H94%2Fo4jlFouvZfJKP7Z58ce%2B3E773i2SeQQqWJ%2BMEi3UHYP5M5GAB1Ktx2v0mlfxv8VXn783NA7%2B9KpwypjYup6nKinoCHbwE662Q48BJkazz7%2FI9zBdQEXk89cTTADBafu66CLVhrm%2BTcblyVss9CFZXRgeTavQRtUkUbDtxSTESk3%2F17EJMh0gNldL0fzxpepqyU3gTD8EhqZicwIceom8LkTPyYMB4FSY1mDGXB91BquXV5FoRJ5aPRUmaipTIiopPLyiTuqAeVI3zmSsD9axLlKDi6VutDBlyXiw54UtTFUrwLxcswvwr4rYVPLAI0OyXAWB7lErV2l0k1qs8kFNEVg2RKnLRpwg6ftRmEkiTGtdknUZn5AJx7RWlP1zXvEONIG84pbpuCKiOwb8lON3HWR3nOOd837R4C18StoA5KZVvIwouLmP8AummkW2bpWAFL82G4WhXhAn2enHHy4C%2B3CDq7ee624leNTugfRPg0MuJGsLW%2BXXy9qjShYcwsDh56mZIG2QxpCu71wHdoP4bcGBYPkx%2FYAyrEJicpShDfG9XbfTgL1Hoy7PLx8d1Y1M%2Bs5RzGXEDPVIyknA1s40iWzaVH2t%2B%2BtUAkSZbUsBx8p7zrHnoKSS8CmEdpiAXpLwk690zl%2FKBzoK2c%2FKux1urMrWKf5uYSQ1HGVMcy02%2BppeW2NuVXXJKhIgJEst7Rtkrny%2FOz5DhJ5w9ltwr37Aie%2BJ71Vky4DY%2BY3oxHc64F1de5IpAKJL3Ss%2BUdYTCd%2FP8ygjEZzKUD97frNoDHzrr15M0z0oBcyLRkpwG5zBd9ww2olSSeqiGQad4msklMMRXZHWKCFfvGJkV5&searchVariation=182403960106,Frete grátis,2025-05-18 18:21:23.135608,Mini Pc Lenovo I5 7a Ger M910q 16gb Ssd 500 Win10 Pro,1509,Novo  |  +25 vendidos,"em 12x R$ 125 , 75 sem juros",Lenovo,M Tiny,M910,Intel Core i5,Windows,500 GB,Intel Core i5-7500T,16 GB,,Preto,10,4,Não,Não,Lenovo,910
mac-mini-m4,Mini Pc Lenovo I5 7a Ger M910q 32gb Ssd 256 Win10 + Pro 127/,1529,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=SjwG7uxz1jkOEGzRoi%2Brm%2BmpoyvLLVHDXbWK%2B9nmJlR5jIOQuZj0NiT40p56pKknRidPN2xO2fDdbf5ALsjrg1jwVaYD66uVH6OghI0rI4dwpqrYdFpn4I%2Fi0uuk7%2FehKKwvMYBh43Yy9ejBtI4HDqNFsa8GoUGIqdfQdnSIUSLsCoQGjhp0vtGvY%2F12Wl8KRh2rh0LI11mFu8HSF7dLvyeUI89LqULbcNP%2FSgtesKSwGjV0iduPftKgjBTycWhRaeHowqs9qIFHb2DTdvd%2BbAPAanH3LSgsBe2FntMsxeDSg73EgFC6LVMJCzd2EBCa%2FhYlNJrTqmMNHvyQWSWpD4S0wlGSQcMYStMPb4SUx4x%2FtRmPZ7RI5I23GGHYcEkm3p5PKzMCYfQUGyk4puAZlQdJ3pnSieu2%2BWp5R0GXbQFlLTRaPgpMOTVBPCt6OcKuSsAPuewRGT8PQtOrJ%2FzXWQWt06xKHXqZBeWd81x1YQseDJOEKQ9%2B8q7bG7x96KQDEIRvLoG19EDoujrRygTuz7x2I6A%2BMKoHDtarBeQ26tlk21cANIgv%2F8j8sJlSLIkWK3HewtYpAJKn%2F%2FK01zNN4gLUQtRwY3VXmoDQ%2BvVhMPGXDaaiMML0CqPohUEarRXact%2BTO55P1hQeAI3wKqlpuZqfrwPf2q1CijNeH%2BVDhR2NbD7IzIuzUN2n0xvp2JwlnGPlGSHlUs7HVenbluWqcKDRmV%2Fi67rng7w0j9cIhc%2BeKLIo7OtumMiT%2FWu3jCIfLWiU8MX%2FEGuWxwzjxdE0Wxc5MGwNRCf6d6jdsam11%2BOq7vTwF7P5aqQcPPEGFBQ2TiQC22eWhjLPdfPSqh8ldev7i0vR3rIGrJnf5mHG1qiAIQYNLcgCKXIXXIn%2FK5s39GyAvo7MvcDE8aqT0kagBYNOZe7355LmZ9540UVWGD2Gmfcfu%2BbjHTPvG3gxYd5PG%2FjBBnsh3QNG6w%3D%3D&searchVariation=182823286072,Frete grátis,2025-05-18 18:21:23.135608,Mini Pc Lenovo I5 7a Ger M910q 32gb Ssd 256 Win10 + Pro 127/,1529,Novo  |  +25 vendidos,"em 12x R$ 127 , 42 sem juros",Lenovo,M Tiny,M910,Intel Core i5,Windows,256 GB,Intel Core i5-7500,32 GB,256 GB,Preto,43151810,,Não,Não,Lenovo,Thinkcentre M910Q
