keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,versões,memória_interna,memória_ram,com_ranhura_para_cartão_de_memória,rede_móvel,tipo_de_conector_de_carregamento,com_conector_usb,com_conector_jack_3_5_mm,com_wi_fi,com_gps,com_bluetooth,com_nfc,com_radio,resolução_da_câmera_traseira_principal,resolução_de_vídeo_da_câmera_traseira,resolução_da_câmera_frontal_principal,características_principais_das_câmeras,resolução_das_câmeras_traseiras,abertura_do_diafragma_da_câmera_traseira,abertura_do_diafragma_da_câmera_frontal,quantidade_de_câmeras_traseiras,quantidade_de_câmeras_frontais,zoom_óptico,zoom_digital,resolução_de_vídeo_da_câmera_frontal,com_câmera,classificação_ip,com_teclado_qwerty_físico,é_resistente_à_água,é_resistente_ao_pó,é_dual_sim,quantidade_de_ranhuras_para_cartão_sim,quantidade_de_esims,tamanhos_de_cartão_sim_compatíveis,com_esim,nome_do_sistema_operacional,versão_original_do_sistema_operacional,última_versão_compatível_do_sistema_operacional,modelo_do_processador,modelo_de_gpu,quantidade_de_núcleos_do_processador,número_de_homologação_da_anatel,mês_de_lançamento,ano_de_lançamento,tamanho_da_tela,resolução_da_tela,tecnologia_da_tela,tipo_de_tela,pixels_por_polegada_da_tela,brilho_máximo_da_tela,proporção_da_tela,com_tela_tátil,tipo_de_bateria,com_carregamento_rápido,com_carregamento_sem_fio,com_bateria_removível,com_reconhecimento_facial,peso,altura_x_largura_x_profundidade,com_acelerômetro,com_sensor_de_proximidade,com_giroscópio,com_bússola,com_barômetro
iphone-13,iPhone 13 Pro Max 512 GB verde-alpino - Excelente (Recondicionado),4790,https://www.mercadolivre.com.br/iphone-13-pro-max-512-gb-verde-alpino-excelente-recondicionado/p/MLB2000132764,Frete grátis,2025-05-18 18:19:26.563711,iPhone 13 Pro Max 512 GB verde-alpino - Excelente (Recondicionado),4790,Recondicionado  |  1 vendido,"em 12x R$ 399 , 17 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",512 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Pro 512 GB grafite - Bom (Recondicionado),4562,https://www.mercadolivre.com.br/iphone-13-pro-512-gb-grafite-bom-recondicionado/p/MLB2000143016,Frete grátis,2025-05-18 18:19:26.563711,iPhone 13 Pro 512 GB grafite - Bom (Recondicionado),4562,Recondicionado,"em 12x R$ 380 , 17 sem juros",Apple,iPhone 13,iPhone 13 Pro,"A2640, A2636, A2638, A2483, A2643",512 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorâmica, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112732101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,203 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple Iphone 13 (128 Gb) Branco Envio Imediato Top + Nfe Preto (Novo com caixa aberta),2899,https://www.mercadolivre.com.br/apple-iphone-13-128-gb-branco-envio-imediato-top--nfe/up/MLBU3175288008,Frete grátis,2025-05-18 18:19:26.563711,Apple Iphone 13 (128 Gb) Branco Envio Imediato Top + Nfe Preto (Novo com caixa aberta),2899,Caixa aberta  |  2 vendidos,"em 12x R$ 278 , 64",Apple,iPhone 13,iPhone 13,,128 GB,4 GB,,5G,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,2,0,,,iOS,,,Apple A15 Bionic,,,112722101993,,,,,,,,,,,,,,,,,,,,,,
iphone-13,iPhone 13 256gb,3299,https://produto.mercadolivre.com.br/MLB-4047592273-iphone-13-256gb-_JM?searchVariation=187757284993,Frete grátis,2025-05-18 18:19:26.563711,iPhone 13 256gb (Recondicionado),3299,Recondicionado  |  1 vendido,"em 12x R$ 274 , 92 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",256 GB,4 GB,Não,,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,1,Nano-SIM,Sim,iOS,15,16,,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 128 Gb Rosa - Vitrine Garantia + Nf Bateria 100%,3297,https://produto.mercadolivre.com.br/MLB-5378258682-iphone-13-128-gb-rosa-vitrine-garantia-nf-bateria-100-_JM?searchVariation=187834888159,Frete grátis,2025-05-18 18:19:26.563711,iPhone 13 128 Gb Rosa - Vitrine Garantia + Nf Bateria 100% (Recondicionado),3297,Recondicionado  |  +5 vendidos,"em 12x R$ 274 , 75 sem juros",Apple,iPhone 13,iPhone 13,"A2626, A2628, A2631, A2633, A2634, A2635",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Deep fusion, HDR, Modo noite, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,1,Nano-SIM,Sim,ios 18,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Meia-noite (128gb) + Carregador E Fone De Ouvido,2995,https://produto.mercadolivre.com.br/MLB-4048394747-iphone-13-meia-noite-128gb-carregador-e-fone-de-ouvido-_JM?searchVariation=183507306258,Frete grátis,2025-05-18 18:19:26.563711,iPhone 13 Meia-noite (128gb) + Carregador E Fone De Ouvido (Recondicionado),2995,Recondicionado  |  +25 vendidos,"em 12x R$ 249 , 58 sem juros",Apple,iPhone 13,iPhone 13,"A2626, A2628, A2631, A2633, A2634, A2635",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Deep fusion, HDR, Modo noite, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 Pro Max (512 GB) - Verde-alpino,8799,https://www.mercadolivre.com.br/apple-iphone-13-pro-max-512-gb-verde-alpino/p/MLB19037515,Frete grátis,2025-05-18 18:19:26.564713,Apple iPhone 13 Pro Max (512 GB) - Verde-alpino,8799,Novo  |  +50 vendidos,"em 12x R$ 733 , 25 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",512 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 (128 Gb) Meia-noite Original + Acessórios,2999,https://produto.mercadolivre.com.br/MLB-3926371429-apple-iphone-13-128-gb-meia-noite-original-acessorios-_JM?searchVariation=182423906758,Frete grátis,2025-05-18 18:19:26.564713,Apple iPhone 13 (128 Gb) Meia-noite Original + Acessórios (Recondicionado),2999,Recondicionado  |  +5 vendidos,"em 12x R$ 249 , 92 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 mini (512 GB) - Azul,6147,https://www.mercadolivre.com.br/apple-iphone-13-mini-512-gb-azul/p/MLB18514732,Frete grátis,2025-05-18 18:19:26.564713,Apple iPhone 13 mini (512 GB) - Azul,6147,Novo  |  +25 vendidos,"em 12x R$ 450 , 81 sem juros",Apple,iPhone 13,iPhone 13 mini,"A2626, A2630, A2176, A2631, A2398, A2399, A2628",512 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Bokeh, Modo noite, Modo rajada, Panorama",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112752101993,Setembro,2021,"5,4 """,1080 px x 2340 px,OLED,Super Retina XDR,476 dpi,1.200 cd/m²,19.5:5,Sim,Íon de lítio,Sim,Sim,Não,Sim,140 g,13.15 cm x 6.42 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 128 Gb Branco - Vitrine Garantia + Nf Bateria 100%,3297,https://produto.mercadolivre.com.br/MLB-4050677883-iphone-13-128-gb-branco-vitrine-garantia-nf-bateria-100-_JM?searchVariation=187797608259,Frete grátis,2025-05-18 18:19:26.564713,iPhone 13 128 Gb Branco - Vitrine Garantia + Nf Bateria 100% (Recondicionado),3297,Recondicionado  |  +5 vendidos,"em 12x R$ 274 , 75 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",128 GB,3 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,1,Nano-SIM,Sim,ios 18,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone Apple 13 Branco 128 Gb Impecável,2739,https://produto.mercadolivre.com.br/MLB-4768942264-iphone-apple-13-branco-128-gb-impecavel-_JM?searchVariation=180693963698,Frete grátis,2025-05-18 18:19:26.564713,iPhone Apple 13 Branco 128 Gb Impecável (Recondicionado),2739,Recondicionado,"em 12x R$ 228 , 25 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 128 Gb Azul - Vitrine Garantia + Nf Bateria 100%,3397,https://produto.mercadolivre.com.br/MLB-4054093961-iphone-13-128-gb-azul-vitrine-garantia-nf-bateria-100-_JM?searchVariation=187835038607,Frete grátis,2025-05-18 18:19:26.565714,iPhone 13 128 Gb Azul - Vitrine Garantia + Nf Bateria 100% (Recondicionado),3397,Recondicionado  |  3 vendidos,"em 12x R$ 283 , 08 sem juros",Apple,iPhone 13,iPhone 13,"A2626, A2628, A2631, A2633, A2634, A2635",128 GB,3 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Deep fusion, HDR, Modo noite, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,1,Nano-SIM,Sim,ios 18,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Pro 256 GB grafite - Bom (Recondicionado),4181,https://www.mercadolivre.com.br/iphone-13-pro-256-gb-grafite-bom-recondicionado/p/MLB2000098536,Frete grátis,2025-05-18 18:19:26.565714,iPhone 13 Pro 256 GB grafite - Bom (Recondicionado),4181,Recondicionado  |  +25 vendidos,"em 12x R$ 348 , 50 sem juros",Apple,iPhone 13,iPhone 13 Pro,"A2640, A2636, A2638, A2483, A2643",256 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorâmica, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112732101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,203 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 128gb Seminovo Ótimo Estado Garantia Brindes Nf,3199,https://produto.mercadolivre.com.br/MLB-3864182957-iphone-13-128gb-seminovo-otimo-estado-garantia-brindes-nf-_JM?searchVariation=185178564307,Frete grátis,2025-05-18 18:19:26.565714,iPhone 13 128gb Seminovo Ótimo Estado Garantia Brindes Nf (Recondicionado),3199,Recondicionado  |  2 vendidos,"em 12x R$ 266 , 58 sem juros",Apple,iPhone 13,iPhone 13,"A2626, A2628, A2631, A2633, A2634, A2635",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Deep fusion, HDR, Modo noite, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 (128 GB) Meia-noite,3558,https://www.mercadolivre.com.br/apple-iphone-13-128-gb-meia-noite/p/MLB18500844,Frete grátis,2025-05-18 18:19:26.565714,Apple iPhone 13 (128 GB) Meia-noite,3558,Novo  |  +5mil vendidos,"em 12x R$ 296 , 50 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Usado: iPhone 13 Mini 256gb Rosa Bom - Trocafone,3369,https://produto.mercadolivre.com.br/MLB-3314368247-usado-iphone-13-mini-256gb-rosa-bom-trocafone-_JM,Frete grátis,2025-05-18 18:19:26.565714,Usado: iPhone 13 Mini 256gb Rosa Bom - Trocafone (Recondicionado),3369,Recondicionado,"em 12x R$ 280 , 75 sem juros",Apple,iPhone 13,13 Mini,"A2626, A2630, A2176, A2631, A2398, A2399, A2628",256 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Bokeh, Modo noite, Modo rajada, Panorama",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Hexa-Core,Apple GPU,6,112752101993,Setembro,2021,"5,4 """,1080 x 2340 pixels,OLED,Super Retina XDR,476 dpi,1.200 cd/m²,19.5:5,Sim,Íon de lítio,Sim,Sim,Não,Sim,140 g,13.15 cm x 6.42 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 Pro 128gb 6gb Tela 6.06'' Câmera 12mp Outlet,3999,https://produto.mercadolivre.com.br/MLB-5387828100-apple-iphone-13-pro-128gb-6gb-tela-606-cmera-12mp-outlet-_JM?searchVariation=187936192241,Frete grátis,2025-05-18 18:19:26.565714,Apple iPhone 13 Pro 128gb 6gb Tela 6.06'' Câmera 12mp Outlet (Recondicionado),3999,Recondicionado,"em 12x R$ 333 , 32 sem juros",Apple,iPhone 13,iPhone 13 Pro,"A2640, A2636, A2638, A2483, A2643",128 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorâmica, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112732101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,203 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 5g 256gb 4gb Ram Tela 6.1 Câmera 12mp Outlet,4599,https://produto.mercadolivre.com.br/MLB-5348032290-apple-iphone-13-5g-256gb-4gb-ram-tela-61-cmera-12mp-outlet-_JM?searchVariation=187502111603,Frete grátis,2025-05-18 18:19:26.566713,Apple iPhone 13 5g 256gb 4gb Ram Tela 6.1 Câmera 12mp Outlet (Recondicionado),4599,Recondicionado,"em 12x R$ 321 , 99 sem juros",Apple,iPhone 13,iPhone 13,"A2634, A2635, A2628, A2633, A2631, A2626",256 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Modo noite, Deep fusion, HDR, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 Pro Max 256gb 6gb Ram 6.7'' Câm. 12mp Outlet,6999,https://produto.mercadolivre.com.br/MLB-3976738627-apple-iphone-13-pro-max-256gb-6gb-ram-67-cm-12mp-outlet-_JM?searchVariation=182905339552,Frete grátis,2025-05-18 18:19:26.566713,Apple iPhone 13 Pro Max 256gb 6gb Ram 6.7'' Câm. 12mp Outlet (Recondicionado),6999,Recondicionado,"em 12x R$ 395 , 75 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",256 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 Pro Max (128 GB) - Dourado (Novo com caixa aberta),5900,https://www.mercadolivre.com.br/apple-iphone-13-pro-max-128-gb-dourado-novo-com-caixa-aberta/p/MLB2016198262,Frete grátis,2025-05-18 18:19:26.566713,Apple iPhone 13 Pro Max (128 GB) - Dourado (Novo com caixa aberta),5900,Caixa aberta  |  1 vendido,"em 12x R$ 491 , 67 sem juros",Apple,iPhone 13,iPhone 13 Pro Max,"A2645, A2643, A2484, A2641",128 GB,6 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Modo noite, Panorama, Modo rajada, Geoetiquetado",12 Mpx/12 Mpx/12 Mpx,f 2.8/f 1.8/f 1.5,f 2.2,3,1,6x,15x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112432101993,Setembro,2021,"6,7 """,1284 px x 2778 px,OLED,Super Retina XDR,458 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,238 g,16.08 cm x 7.81 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,Apple iPhone 13 (128gb) Branco Novo + Acessórios,3750,https://produto.mercadolivre.com.br/MLB-4039826147-apple-iphone-13-128gb-branco-novo-acessorios-_JM?searchVariation=183421319320,Frete grátis,2025-05-18 18:19:26.566713,Apple iPhone 13 (128gb) Branco Novo + Acessórios,3750,Novo  |  +5 vendidos,"em 12x R$ 312 , 50 sem juros",Apple,iPhone 13,iPhone 13,"A2626, A2628, A2631, A2633, A2634, A2635",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Bokeh, Deep fusion, HDR, Modo noite, Modo rajada",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112722101993,Setembro,2021,"6,1 """,1170 px x 2532 px,OLED,Super Retina XDR,460 dpi,1.200 cd/m²,19.5:9,Sim,Íon de lítio,Sim,Sim,Não,Sim,173 g,14.67 cm x 7.15 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
iphone-13,iPhone 13 Mini 128gb Azul Excelente Trocafone,3259,https://produto.mercadolivre.com.br/MLB-3509772147-iphone-13-mini-128gb-azul-excelente-trocafone-_JM,Frete grátis,2025-05-18 18:19:26.566713,iPhone 13 Mini 128gb Azul Excelente Trocafone (Recondicionado),3259,Recondicionado,"em 12x R$ 313 , 24",Apple,iPhone 13,iPhone 13 mini,"A2626, A2630, A2176, A2631, A2398, A2399, A2628",128 GB,4 GB,Não,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,12 Mpx,3840 px x 2160 px,12 Mpx,"Modo retrato, Bokeh, Modo noite, Modo rajada, Panorama",12 Mpx/12 Mpx,f 1.6/f 2.4,f 2.2,2,1,2x,5x,3840 px x 2160 px,Sim,IP68,Não,Sim,Sim,Não,1,2,Nano-SIM,Sim,iOS,15,16,Apple A15 Bionic,Apple GPU,6,112752101993,Setembro,2021,"5,4 """,1080 px x 2340 px,OLED,Super Retina XDR,476 dpi,1.200 cd/m²,19.5:5,Sim,Íon de lítio,Sim,Sim,Não,Sim,140 g,13.15 cm x 6.42 cm x 7.65 mm,Sim,Sim,Sim,Sim,Sim
